"","SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","DMDBORN4","DMDYRUSZ","DMDEDUC2","DMDMARTZ","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","WTINTPRP","WTMECPRP","SDMVPSU","SDMVSTRA","INDFMPIR"
"6021",115283,66,2,1,55,NA,5,6,1,2,4,4,1,NA,1,2,2,1,2,2,1,2,2,1,9163.560502,10128.95047,1,171,5
"6022",115284,66,2,1,28,NA,4,4,2,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,15845.973217,16675.574833,1,163,0.6
"6023",115285,66,2,1,8,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8029.078802,8672.848411,1,161,2.94
"6024",115286,66,1,2,71,NA,5,7,NA,1,NA,3,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,32188.101025,0,2,150,2.74
"6025",115287,66,2,1,72,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,32199.374575,34658.911149,2,159,5
"6026",115288,66,2,2,56,NA,4,4,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,8836.722094,9209.233542,1,167,0.67
"6027",115289,66,2,2,33,NA,3,3,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,32952.003403,33647.991529,1,150,5
"6028",115290,66,2,1,60,NA,3,3,1,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,1,91086.613051,104765.015587,1,159,5
"6029",115291,66,1,1,15,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,43772.442763,0,1,159,5
"6030",115292,66,2,1,62,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,45628.412369,49554.299539,1,149,3.75
"6031",115293,66,2,2,2,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16874.57652,18311.418575,1,153,0.99
"6032",115294,66,2,2,34,NA,3,3,2,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,47846.907095,49503.590004,1,149,5
"6033",115295,66,2,1,41,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,4909.69445,5190.198254,1,150,0.27
"6034",115296,66,2,2,14,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,33727.299806,35934.224248,1,151,1.92
"6035",115297,66,1,1,80,NA,5,6,NA,2,3,3,1,NA,1,2,2,1,2,1,NA,NA,NA,NA,15920.853042,0,1,163,0.8
"6036",115298,66,2,2,1,18,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11520.124633,12887.404041,2,158,1.25
"6037",115299,66,2,2,30,NA,5,6,2,2,1,5,1,2,1,2,2,NA,NA,NA,1,2,2,1,17690.237145,18261.686676,1,169,NA
"6038",115300,66,2,2,42,NA,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,23747.337677,24152.170744,1,155,1.96
"6039",115301,66,2,2,5,NA,2,2,2,2,77,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,18845.759476,21190.013585,1,155,0.16
"6040",115302,66,2,1,8,NA,5,6,1,2,1,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4950.563729,5523.821616,2,170,1.02
"6041",115303,66,2,2,50,NA,5,7,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,13741.639122,13765.199594,1,167,NA
"6042",115304,66,2,2,80,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,8679.722837,9712.859046,2,150,3.77
"6043",115305,66,2,2,54,NA,1,1,2,2,4,4,1,NA,1,2,2,1,2,2,2,2,2,2,16119.447511,15773.140202,1,155,2.92
"6044",115306,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16019.808248,16548.902297,1,151,2.33
"6045",115307,66,2,2,29,NA,3,3,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,64809.285844,68658.445556,1,151,3.75
"6046",115308,66,2,1,41,NA,5,6,1,2,3,5,1,NA,1,2,2,1,2,2,1,2,2,1,6563.199372,6681.535722,2,165,4.78
"6047",115309,66,2,1,71,NA,5,6,2,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,NA,9642.543454,9904.688496,2,163,5
"6048",115310,66,2,2,58,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,8613.048312,9010.906807,2,151,0.61
"6049",115311,66,2,2,8,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,10070.266714,11107.171557,3,156,2.3
"6050",115312,66,2,1,71,NA,5,7,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,5913.909943,6370.122533,2,166,1.7
"6051",115313,66,2,2,59,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,12069.528384,12309.2407,1,170,3.29
"6052",115314,66,2,2,51,NA,4,4,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,22572.278221,22579.646123,1,164,5
"6053",115315,66,2,2,7,NA,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6043.021491,7219.569332,1,162,5
"6054",115316,66,2,2,46,NA,5,6,2,2,1,5,1,NA,1,2,2,1,2,2,1,2,2,1,10624.654675,11492.729239,1,165,2.73
"6055",115317,66,2,1,39,NA,2,2,1,2,1,4,1,NA,2,2,2,2,2,2,2,2,2,2,28173.425981,29696.372683,2,160,2.88
"6056",115318,66,2,2,9,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,10423.640393,11539.886022,1,150,1.73
"6057",115319,66,1,1,53,NA,4,4,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,6866.682605,0,1,168,0.05
"6058",115320,66,1,1,18,NA,3,3,NA,1,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,35554.07078,0,2,158,5
"6059",115321,66,1,2,13,NA,5,7,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,17499.411215,0,1,166,1
"6060",115322,66,1,2,7,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,15292.320346,0,3,156,5
"6061",115323,66,2,2,43,NA,2,2,2,1,NA,5,2,2,1,2,2,1,2,2,1,2,2,1,31997.759041,35146.649724,3,156,5
"6062",115324,66,1,2,18,NA,2,2,NA,2,1,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,9419.634864,0,2,168,NA
"6063",115325,66,2,2,27,NA,2,2,2,2,99,2,3,2,1,2,2,1,2,2,1,2,2,1,19664.374197,21146.386916,1,153,0.85
"6064",115326,66,2,1,23,NA,4,4,2,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,24088.889527,25692.236711,1,172,NA
"6065",115327,66,2,2,9,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,3383.798747,3828.560056,2,152,0.77
"6066",115328,66,2,1,54,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,13801.95252,14580.080273,1,156,2.32
"6067",115329,66,2,2,3,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8095.670578,9183.907002,2,156,0.89
"6068",115330,66,1,1,80,NA,3,3,NA,1,NA,1,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,24824.654916,0,1,153,2.22
"6069",115331,66,2,2,50,NA,3,3,2,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,82149.546746,93659.501849,1,164,5
"6070",115332,66,2,2,51,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,126544.496393,144915.876844,1,170,5
"6071",115333,66,2,1,26,NA,3,3,2,1,NA,1,1,NA,1,2,2,1,2,2,1,2,2,1,32766.692122,37192.245177,2,158,1.67
"6072",115334,66,2,1,73,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,NA,4231.105558,4512.055845,2,169,0.78
"6073",115335,66,2,1,35,NA,3,3,1,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,15774.812,17480.610806,2,167,1.23
"6074",115336,66,1,2,22,NA,3,3,NA,1,NA,3,1,3,1,2,2,1,2,2,NA,NA,NA,NA,23106.806061,0,2,150,0.39
"6075",115337,66,2,1,47,NA,5,7,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,11545.099166,12412.624226,2,164,5
"6076",115338,66,2,2,49,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,40334.842909,41703.710007,2,164,5
"6077",115339,66,2,1,13,NA,2,2,1,2,99,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,17057.152615,17956.286311,1,170,NA
"6078",115340,66,2,1,7,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,20228.788747,21513.175301,1,162,0.59
"6079",115341,66,2,2,80,NA,5,6,1,2,4,1,1,NA,1,2,1,1,2,1,NA,NA,NA,NA,7440.186371,7690.187924,1,162,1.16
"6080",115342,66,2,1,36,NA,1,1,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,2,2,30870.416971,33207.268654,1,172,1.37
"6081",115343,66,2,1,13,NA,2,2,2,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,1,18866.340732,20774.98305,3,156,1.65
"6082",115344,66,2,2,6,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7609.188014,9229.420654,2,152,2.72
"6083",115345,66,1,2,1,20,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,26143.070371,0,2,164,5
"6084",115346,66,2,2,39,NA,5,7,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,11079.764083,11628.218285,1,168,1.22
"6085",115347,66,2,2,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5148.734114,5703.001892,1,156,1.93
"6086",115348,66,2,1,70,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,9260.743465,9339.632689,1,166,1.29
"6087",115349,66,2,2,10,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,9501.901931,10055.260697,2,158,1.75
"6088",115350,66,2,2,23,NA,2,2,2,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,18772.461174,19623.71576,2,159,5
"6089",115351,66,2,2,76,NA,2,2,1,2,3,1,1,NA,2,2,2,2,2,2,1,2,2,NA,10268.901539,10891.65316,1,165,1.54
"6090",115352,66,2,2,7,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4273.739313,5187.280457,2,165,3.21
"6091",115353,66,2,1,7,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4113.204335,4468.361266,2,159,0.31
"6092",115354,66,2,2,34,NA,3,3,2,1,NA,5,3,2,1,2,2,1,2,2,1,2,2,1,98316.477519,98304.852978,2,149,1.78
"6093",115355,66,2,1,46,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,27817.585422,28912.275254,1,157,1.27
"6094",115356,66,2,2,21,NA,4,4,1,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,9966.657361,10523.694464,2,170,1.08
"6095",115357,66,1,2,6,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,19873.090648,0,2,152,5
"6096",115358,66,2,2,80,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,26911.65959,31072.657345,1,151,1.6
"6097",115359,66,2,1,30,NA,4,4,2,1,NA,4,3,NA,1,2,2,NA,NA,NA,1,2,2,1,31364.350456,35366.818324,1,172,NA
"6098",115360,66,1,1,6,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7021.996575,0,1,151,1.33
"6099",115361,66,1,2,1,12,5,7,NA,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,6587.883309,0,2,160,NA
"6100",115362,66,2,1,23,NA,5,7,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,12995.728322,14184.586587,2,171,4.14
"6101",115363,66,2,2,60,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,8075.256431,7923.229287,2,167,0.97
"6102",115364,66,2,2,2,NA,5,6,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4784.959443,5719.191731,2,165,4.78
"6103",115365,66,2,2,38,NA,3,3,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,32952.003403,33647.991529,1,150,5
"6104",115366,66,2,2,10,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,6077.158359,7307.453617,1,168,3.05
"6105",115367,66,1,2,29,NA,1,1,NA,2,2,4,2,3,1,2,2,1,2,2,NA,NA,NA,NA,16882.563686,0,2,155,1.32
"6106",115368,66,1,1,3,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8775.329841,0,2,167,NA
"6107",115369,66,2,2,44,NA,4,4,1,2,2,3,2,2,1,2,2,1,2,2,1,2,2,1,30174.311449,32030.66091,2,157,0.18
"6108",115370,66,2,2,34,NA,5,6,2,2,3,5,1,2,1,2,2,1,2,2,NA,NA,NA,NA,16529.112948,17063.054566,2,153,5
"6109",115371,66,2,2,74,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,38950.562376,41366.747808,1,165,2.46
"6110",115372,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,23808.330989,27856.480552,1,151,3.11
"6111",115373,66,2,2,8,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,NA,26538.275207,28031.617228,2,162,0.61
"6112",115374,66,2,2,42,NA,3,3,2,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,34665.723236,38210.167726,2,158,0.63
"6113",115375,66,2,1,36,NA,3,3,2,2,3,5,3,NA,1,2,2,1,2,2,1,2,2,1,112980.233671,122012.61786,1,163,5
"6114",115376,66,2,1,63,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,2548.67901,2743.441489,2,151,1.38
"6115",115377,66,2,1,40,NA,5,6,1,2,2,3,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,27870.062455,29825.278744,1,151,NA
"6116",115378,66,1,1,22,NA,3,3,NA,1,NA,4,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,179618.428177,0,2,157,1.24
"6117",115379,66,2,1,21,NA,3,3,2,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,16642.027617,19342.243342,2,168,0.08
"6118",115380,66,2,1,48,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,6555.631333,6957.101481,1,150,4.22
"6119",115381,66,2,2,1,20,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,11127.1202,12499.284407,2,160,0.45
"6120",115382,66,2,1,37,NA,3,3,1,1,NA,5,3,NA,1,2,2,1,2,2,1,2,2,1,85339.462563,93960.00685,1,151,4.69
"6121",115383,66,2,1,54,NA,4,4,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,18837.890011,20576.51102,1,166,NA
"6122",115384,66,2,1,15,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,55997.029111,61592.59849,1,159,5
"6123",115385,66,2,2,6,NA,5,6,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8877.505899,10895.012535,1,169,4.08
"6124",115386,66,2,2,40,NA,5,7,1,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,5285.029808,5289.888574,2,156,1.12
"6125",115387,66,2,1,34,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,60749.048814,66911.26326,1,156,5
"6126",115388,66,2,1,25,NA,5,7,1,1,NA,5,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,19589.410769,21875.1489,1,161,1.22
"6127",115389,66,2,1,11,NA,1,1,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,5939.925679,6418.694455,2,164,2.79
"6128",115390,66,2,2,45,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,35182.115458,39713.918737,2,151,4.6
"6129",115391,66,2,2,17,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,8770.740494,9514.017981,1,168,1.17
"6130",115392,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,22500.417266,26249.505004,1,165,1.96
"6131",115393,66,2,2,64,NA,3,3,2,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,9862.038021,11860.761443,2,163,2.65
"6132",115394,66,2,1,49,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,12824.990009,13749.944545,2,170,5
"6133",115395,66,2,1,80,NA,5,6,1,2,99,5,1,NA,1,2,2,1,2,2,1,2,2,NA,8397.168032,9036.508394,2,171,1.66
"6134",115396,66,2,1,68,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,90163.621313,102551.944392,1,165,5
"6135",115397,66,2,2,5,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,13515.898075,15196.266036,1,162,0.81
"6136",115398,66,2,2,38,NA,4,4,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,6211.605567,6683.443131,2,152,1.75
"6137",115399,66,1,1,11,NA,1,1,NA,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,7157.268082,0,2,150,NA
"6138",115400,66,2,1,10,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4330.165149,5205.718678,2,170,0.17
"6139",115401,66,2,1,32,NA,4,4,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,20635.002873,22696.061694,1,172,1.74
"6140",115402,66,2,2,63,NA,1,1,1,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,11744.459984,12646.004093,1,154,1.35
"6141",115403,66,2,2,17,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,NA,NA,NA,NA,18957.307134,19881.9925,1,161,1.27
"6142",115404,66,2,2,13,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,51492.489875,52740.674138,1,153,3.92
"6143",115405,66,2,2,3,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,6551.563837,7359.483696,1,171,NA
"6144",115406,66,2,2,21,NA,4,4,1,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,17340.992043,19262.58364,1,158,2.37
"6145",115407,66,2,2,73,NA,2,2,2,2,4,2,1,NA,2,2,2,2,2,2,2,2,2,NA,7095.449554,7805.036365,1,149,1.76
"6146",115408,66,2,2,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,41361.509508,45255.266942,1,153,0.99
"6147",115409,66,2,1,37,NA,3,3,2,1,NA,5,3,NA,1,2,2,1,2,2,1,2,2,1,10184.185222,10659.501331,1,157,5
"6148",115410,66,2,2,21,NA,4,4,1,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,11676.290508,12857.443044,2,171,1.08
"6149",115411,66,2,1,35,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,59703.344262,63708.166822,2,163,2.64
"6150",115412,66,2,2,54,NA,2,2,2,2,4,2,1,NA,2,2,2,2,2,2,2,2,2,2,9135.84753,9572.13746,2,164,0.41
"6151",115413,66,2,2,7,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,30680.643382,34595.706246,2,157,0.28
"6152",115414,66,2,2,8,NA,5,6,2,2,2,NA,NA,NA,1,1,1,1,2,1,1,2,2,NA,2500.301102,2990.935844,2,168,0.87
"6153",115415,66,1,2,42,NA,4,4,NA,1,NA,4,77,3,1,2,2,1,2,2,NA,NA,NA,NA,5573.301386,0,2,171,NA
"6154",115416,66,2,2,64,NA,5,6,2,2,1,1,2,NA,1,2,1,1,2,2,1,2,1,3,11473.967039,12098.857825,2,153,4.08
"6155",115417,66,2,1,65,NA,3,3,2,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,112506.648922,123764.516154,1,155,1.45
"6156",115418,66,2,2,39,NA,4,4,2,1,NA,2,3,2,1,2,2,1,2,2,1,2,2,1,13479.385485,14360.504037,1,153,0.81
"6157",115419,66,2,1,49,NA,5,7,1,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,3272.002906,3479.411346,2,156,0.76
"6158",115420,66,2,2,0,8,2,2,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,5589.223226,5823.905667,2,160,0.56
"6159",115421,66,2,2,63,NA,4,4,2,1,NA,2,3,NA,1,2,2,1,2,2,1,2,2,1,8979.774219,9802.060066,3,156,0.72
"6160",115422,66,1,2,70,NA,3,3,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,36917.132837,0,1,155,NA
"6161",115423,66,2,1,22,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,21917.459333,23468.261047,1,152,3.75
"6162",115424,66,2,1,12,NA,2,2,2,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,17695.724947,18401.209951,2,153,NA
"6163",115425,66,2,2,10,NA,1,1,2,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,NA,5552.689465,5731.554855,2,169,0.43
"6164",115426,66,2,2,75,NA,5,6,1,2,4,2,1,NA,1,2,1,1,2,1,1,2,1,NA,12142.362882,12571.683479,1,154,1.85
"6165",115427,66,1,2,1,21,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,8070.489756,0,1,171,3.52
"6166",115428,66,2,1,52,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,7315.351018,7914.70691,2,167,2.62
"6167",115429,66,2,2,15,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7817.58981,8072.021142,2,156,4.66
"6168",115430,66,2,2,42,NA,4,4,2,2,2,4,1,1,1,2,2,1,2,2,NA,NA,NA,NA,14095.987177,16199.324544,2,153,0.85
"6169",115431,66,2,1,28,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,90586.880075,103004.509292,1,151,0.78
"6170",115432,66,2,1,19,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,14106.250107,15443.75588,1,163,3.3
"6171",115433,66,2,2,6,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,10556.347391,11251.528512,2,172,2.99
"6172",115434,66,1,1,5,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,16137.249638,0,1,165,0.61
"6173",115435,66,2,2,18,NA,2,2,2,1,NA,NA,NA,NA,1,2,2,NA,NA,NA,1,2,2,1,7061.463344,7314.818304,2,168,NA
"6174",115436,66,1,1,3,NA,1,1,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13511.38036,0,2,165,0.68
"6175",115437,66,2,1,79,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,44113.491525,49622.066421,1,165,2.9
"6176",115438,66,2,1,40,NA,3,3,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,35947.852678,38046.79338,1,150,5
"6177",115439,66,1,2,80,NA,3,3,NA,1,NA,3,1,NA,1,1,2,1,2,2,NA,NA,NA,NA,18357.32012,0,2,159,3.55
"6178",115440,66,2,2,80,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,38233.850391,46823.277295,2,159,1.48
"6179",115441,66,2,2,79,NA,5,7,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,21557.556999,24424.26987,1,161,0.62
"6180",115442,66,2,2,80,NA,3,3,1,1,NA,2,2,NA,1,2,2,1,2,2,1,1,2,NA,17835.999732,23534.388932,1,158,2.88
"6181",115443,66,2,2,39,NA,1,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,17742.572315,18874.13741,2,160,0.25
"6182",115444,66,2,2,30,NA,4,4,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,14355.316976,14860.655386,2,170,2.49
"6183",115445,66,2,1,61,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,48434.333515,50081.467362,1,167,4.81
"6184",115446,66,2,1,51,NA,5,6,2,2,2,5,1,NA,1,2,1,1,2,1,1,2,2,1,4360.401695,4840.409246,2,169,1.56
"6185",115447,66,2,1,18,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,39368.087558,41505.543831,1,158,4.08
"6186",115448,66,1,2,20,NA,2,2,NA,1,NA,2,1,3,1,2,2,1,2,2,NA,NA,NA,NA,10907.238691,0,1,149,0.84
"6187",115449,66,1,1,56,NA,1,1,NA,2,4,1,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,9983.67456,0,2,155,0.58
"6188",115450,66,2,2,26,NA,5,7,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,8370.266141,8965.822592,2,155,2.38
"6189",115451,66,2,1,4,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,15122.315488,16454.64329,2,158,1.55
"6190",115452,66,2,2,17,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,5760.039748,6213.414441,2,152,1.24
"6191",115453,66,2,1,17,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,3484.129372,3652.797993,1,167,0.05
"6192",115454,66,2,2,73,NA,5,6,1,2,2,5,1,NA,1,2,2,1,2,2,1,2,2,NA,13545.160947,14958.800895,2,165,5
"6193",115455,66,2,2,41,NA,4,4,2,2,3,4,1,2,1,2,2,1,2,2,1,2,2,1,20238.133979,22375.00493,2,149,3.5
"6194",115456,66,2,2,1,22,1,1,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,7472.754666,8394.273108,1,170,NA
"6195",115457,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11279.401114,12769.566338,2,152,2.63
"6196",115458,66,2,2,63,NA,1,1,1,2,4,4,2,NA,2,2,1,2,2,1,2,2,2,2,5034.745771,5233.76986,2,155,0.82
"6197",115459,66,2,1,76,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,7248.150426,7253.879767,2,169,1.91
"6198",115460,66,2,2,4,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4580.173807,5084.620899,2,170,NA
