"","SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","DMDBORN4","DMDYRUSZ","DMDEDUC2","DMDMARTZ","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","WTINTPRP","WTMECPRP","SDMVPSU","SDMVSTRA","INDFMPIR"
"464",109726,66,2,1,20,NA,4,4,2,2,1,4,3,NA,1,2,2,1,2,2,1,2,2,1,15478.338353,16968.552704,3,156,4.61
"465",109727,66,2,2,42,NA,3,3,2,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,16880.188834,17328.701566,1,167,NA
"466",109728,66,2,2,34,NA,3,3,2,1,NA,1,2,2,1,2,2,1,2,2,1,2,2,1,13501.473555,14943.405462,1,167,0.89
"467",109729,66,2,2,15,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,15138.946133,16419.354856,2,150,1.98
"468",109730,66,2,2,29,NA,4,4,2,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,9682.671931,10467.517232,2,163,0.61
"469",109731,66,2,2,21,NA,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,1,30438.782103,33934.259758,2,164,0.41
"470",109732,66,1,2,9,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,23026.250958,0,2,171,5
"471",109733,66,2,1,7,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2368.300106,2824.935898,2,171,2.14
"472",109734,66,2,1,3,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3924.259702,4252.0107,2,170,1.54
"473",109735,66,2,1,33,NA,5,6,2,2,1,1,1,NA,1,2,1,1,2,1,NA,NA,NA,NA,6228.363044,6698.718133,2,168,1.41
"474",109736,66,2,1,0,6,1,1,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3176.740663,3681.421631,2,153,NA
"475",109737,66,2,1,2,NA,2,2,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,28358.821087,33144.09986,2,157,2.56
"476",109738,66,2,2,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4328.766684,4687.346662,1,152,NA
"477",109739,66,2,1,80,NA,3,3,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,6704.788215,7991.127474,1,157,1.81
"478",109740,66,2,1,46,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,7086.099079,7666.672073,2,167,1.2
"479",109741,66,2,2,6,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2136.12194,2254.507131,2,165,1.43
"480",109742,66,2,1,80,NA,3,3,2,1,NA,1,2,NA,1,2,2,1,2,2,1,2,2,NA,14062.719356,17577.356994,2,163,3.69
"481",109743,66,2,1,56,NA,4,4,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,20040.94338,20584.543019,1,164,3.18
"482",109744,66,2,1,8,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,3427.133058,4114.801149,1,150,1.05
"483",109745,66,2,1,7,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4221.00965,4478.462713,1,150,1.13
"484",109746,66,2,1,47,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,3713.770492,3845.124427,1,150,3.69
"485",109747,66,2,2,74,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,66450.48301,77818.817431,1,165,2.07
"486",109748,66,2,1,11,NA,2,2,2,2,1,NA,NA,NA,2,1,2,2,2,2,2,2,2,NA,34077.139165,36587.854924,1,163,0.1
"487",109749,66,2,2,6,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4253.018844,4488.723762,1,156,0.86
"488",109750,66,2,1,16,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,19307.688983,19218.521981,1,165,1.67
"489",109751,66,2,2,10,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,36861.327437,41923.010218,1,164,5
"490",109752,66,2,1,14,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9888.450405,10596.73747,1,161,1.24
"491",109753,66,2,2,3,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,4136.01184,4670.853933,1,171,0.59
"492",109754,66,2,2,47,NA,3,3,1,1,NA,2,1,NA,1,2,2,1,2,2,1,2,2,1,32514.870665,37283.295712,2,156,2.16
"493",109755,66,1,1,23,NA,2,2,NA,1,NA,4,3,NA,1,2,2,1,2,2,NA,NA,NA,NA,13021.519559,0,2,150,1.33
"494",109756,66,1,1,72,NA,3,3,NA,1,NA,4,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,4052.767276,0,2,164,NA
"495",109757,66,2,2,30,NA,5,6,2,2,1,5,1,1,1,2,2,1,2,2,NA,NA,NA,NA,12412.214189,13029.287038,1,164,3.92
"496",109758,66,2,1,26,NA,4,4,1,1,NA,4,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,10393.687647,11072.916542,1,152,NA
"497",109759,66,1,1,57,NA,5,6,NA,2,4,5,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,12498.030736,0,1,169,5
"498",109760,66,2,1,53,NA,2,2,2,2,4,3,1,NA,1,2,2,1,2,2,1,2,2,1,18287.268861,19223.705851,2,163,4.62
"499",109761,66,2,2,19,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,21908.702199,22754.031579,1,166,5
"500",109762,66,2,1,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,27008.33895,30396.626614,2,149,5
"501",109763,66,2,1,78,NA,4,4,2,1,NA,1,1,NA,1,2,2,1,2,2,1,2,2,NA,4543.742293,4693.084754,1,171,0.88
"502",109764,66,2,1,69,NA,5,6,1,2,4,5,2,NA,1,2,2,1,2,2,1,2,2,1,10851.453927,11888.247788,1,154,2.28
"503",109765,66,2,2,51,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,21546.117973,24203.214044,1,158,0.8
"504",109766,66,2,2,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4102.899872,4314.157026,1,161,0.52
"505",109767,66,1,1,61,NA,5,6,NA,2,1,3,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,16221.310883,0,2,149,NA
"506",109768,66,2,1,32,NA,3,3,2,2,2,5,2,NA,1,2,2,1,2,2,1,2,2,1,64626.249794,70482.858736,3,156,5
"507",109769,66,2,1,44,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,1,11299.208709,11865.54296,2,151,0.94
"508",109770,66,2,2,47,NA,4,4,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,21917.093733,22661.760722,1,163,5
"509",109771,66,2,2,79,NA,4,4,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,17931.279597,19650.411355,1,157,4.56
"510",109772,66,2,2,11,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,4562.872772,4820.356432,2,159,0.31
"511",109773,66,2,2,16,NA,1,1,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,7621.027832,7769.468801,2,156,1.07
"512",109774,66,2,2,80,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,NA,36636.653603,44313.765857,3,156,1.71
"513",109775,66,2,1,2,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,7165.39166,8209.238271,2,155,0.25
"514",109776,66,2,2,80,NA,3,3,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,15527.556942,17430.224666,2,156,1.09
"515",109777,66,2,2,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,6102.461176,6619.615003,1,170,1.58
"516",109778,66,2,2,12,NA,5,7,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,6875.945265,7294.123207,2,152,5
"517",109779,66,2,2,6,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,15933.725852,17001.31012,1,157,0.79
"518",109780,66,2,2,66,NA,4,4,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,4291.533323,4539.318882,1,150,1.08
"519",109781,66,2,2,16,NA,5,6,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,13355.453763,15253.834377,1,169,1.7
"520",109782,66,2,2,63,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,133430.548697,135472.69617,1,153,3.69
"521",109783,66,2,1,61,NA,4,4,2,1,NA,2,3,NA,1,2,2,1,2,2,1,2,2,1,6111.118031,6355.483608,2,172,0.58
"522",109784,66,2,1,4,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,10441.445236,11749.423383,2,156,5
"523",109785,66,2,1,48,NA,4,4,1,1,NA,4,2,NA,1,2,2,NA,NA,NA,1,2,2,1,8573.013539,9269.126561,1,170,NA
"524",109786,66,1,2,24,NA,4,4,NA,1,NA,3,1,3,1,2,2,1,2,2,NA,NA,NA,NA,31387.126564,0,1,163,0.96
"525",109787,66,2,1,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,29458.139233,32053.502221,2,158,2.64
"526",109788,66,2,1,3,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,9697.101944,10757.168962,2,150,2.07
"527",109789,66,2,2,32,NA,3,3,2,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,99400.850433,99389.09768,1,150,5
"528",109790,66,1,2,7,NA,3,3,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,24152.106091,0,2,163,2.64
"529",109791,66,2,1,28,NA,4,4,1,1,NA,4,3,NA,1,2,2,1,2,2,1,2,2,1,11855.869014,12630.651659,2,170,2.83
"530",109792,66,2,1,6,NA,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5407.116887,5994.656904,1,149,4.31
"531",109793,66,2,2,80,NA,3,3,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,13733.795967,16875.559716,1,150,5
"532",109794,66,2,1,63,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,59682.825537,61023.070919,2,158,2.59
"533",109795,66,2,1,13,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,51182.673288,55639.839225,2,149,5
"534",109796,66,1,2,44,NA,4,4,NA,1,NA,4,2,3,1,2,2,1,2,2,NA,NA,NA,NA,5658.205774,0,2,152,0.89
"535",109797,66,2,1,9,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,5560.518359,5957.617489,1,151,0.06
"536",109798,66,2,2,10,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,18457.64131,19861.554523,1,172,0.06
"537",109799,66,2,2,3,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,19330.569464,21929.023733,2,161,0.36
"538",109800,66,2,1,31,NA,5,7,1,2,1,2,3,NA,1,2,2,1,2,2,1,2,2,1,14999.471195,16638.741038,2,167,4.31
"539",109801,66,2,1,6,NA,5,6,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5200.062264,5902.925881,2,169,NA
"540",109802,66,2,1,25,NA,3,3,1,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,18463.587253,20559.782793,2,167,0.81
"541",109803,66,2,2,56,NA,4,4,1,1,NA,4,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,13660.274676,15227.607949,1,165,0.8
"542",109804,66,2,2,16,NA,1,1,1,1,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,1,36625.367683,37305.267906,1,154,0.1
"543",109805,66,2,2,43,NA,4,4,2,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,21454.875276,22922.764845,2,172,2.92
"544",109806,66,2,2,25,NA,4,4,2,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,24489.43674,26762.289212,1,168,2.56
"545",109807,66,2,1,31,NA,3,3,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,150347.185248,167376.121996,1,164,5
"546",109808,66,2,1,3,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,30129.48086,33700.898717,1,155,4.17
"547",109809,66,2,2,20,NA,3,3,1,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,72753.123421,78041.08698,1,159,5
"548",109810,66,2,2,16,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,57918.770827,63133.464611,2,161,3.98
"549",109811,66,2,1,52,NA,5,6,2,2,2,5,1,NA,1,2,2,1,2,2,1,2,2,1,12061.591567,13450.944773,1,169,3.73
"550",109812,66,2,2,72,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,7614.851472,8564.919715,1,159,4.85
"551",109813,66,2,1,32,NA,1,1,2,2,2,3,3,NA,2,2,2,2,2,2,2,2,2,2,43227.101592,46797.790732,1,155,2.49
"552",109814,66,2,2,29,NA,4,4,2,1,NA,2,1,2,1,2,2,1,2,2,NA,NA,NA,NA,9390.066001,10599.282231,2,169,0.35
"553",109815,66,2,2,52,NA,4,4,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,10156.766992,10483.111987,2,150,5
"554",109816,66,2,2,55,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,70993.829466,71981.057937,2,161,2.59
"555",109817,66,2,2,36,NA,5,6,1,1,NA,5,1,2,1,2,2,1,2,2,1,2,2,1,15662.244546,16538.700711,1,154,5
"556",109818,66,1,2,5,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,10168.83288,0,1,156,1.01
"557",109819,66,2,2,1,21,2,2,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,6721.625728,8077.508319,1,149,0.56
"558",109820,66,2,2,29,NA,1,1,2,1,NA,3,1,2,1,2,2,1,2,2,1,2,2,1,21439.684957,23443.53258,2,159,0.93
"559",109821,66,2,1,19,NA,4,4,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,8594.294386,9357.273263,1,170,2.65
"560",109822,66,2,2,16,NA,4,4,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,11368.272749,11988.343316,2,153,5
"561",109823,66,2,2,80,NA,5,7,2,1,NA,5,2,NA,1,2,2,1,2,2,1,2,2,NA,6101.213696,6659.065605,1,171,4.77
"562",109824,66,1,2,10,NA,1,1,NA,77,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,4838.753855,0,1,152,NA
"563",109825,66,2,1,22,NA,2,2,1,1,NA,3,3,NA,1,2,2,1,2,2,1,2,2,1,62164.730304,68640.955647,2,157,0.41
"564",109826,66,2,1,1,18,2,2,2,1,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,18489.284406,22014.093937,2,153,NA
"565",109827,66,2,2,1,19,4,4,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,5307.038866,6126.194169,2,171,NA
"566",109828,66,2,1,34,NA,5,7,1,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,14377.21817,15902.160448,1,170,5
"567",109829,66,2,2,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,5923.252662,6291.56336,2,154,1.26
"568",109830,66,2,1,2,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,2607.557952,2814.402731,1,152,1.13
"569",109831,66,2,1,50,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,113475.687519,129350.631249,2,169,3.79
"570",109832,66,2,1,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13334.131839,14983.60135,2,163,0.61
"571",109833,66,1,1,6,NA,2,2,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,14959.570189,0,1,166,3.39
"572",109834,66,2,2,11,NA,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,NA,11953.010776,12955.557471,2,161,1.7
"573",109835,66,1,1,11,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4780.736782,0,1,158,NA
"574",109836,66,2,1,30,NA,4,4,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,8896.920072,9832.401443,2,155,1.44
"575",109837,66,2,2,18,NA,2,2,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,23963.733632,24254.18498,1,156,4.01
"576",109838,66,2,1,5,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,15136.204539,17935.130081,2,168,5
"577",109839,66,2,2,66,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,NA,NA,NA,NA,7194.728436,7404.206305,1,150,1.13
"578",109840,66,2,2,10,NA,2,2,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,9303.342229,10018.560321,1,159,0.17
"579",109841,66,2,2,54,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,31885.704032,30742.210599,2,159,1.42
"580",109842,66,2,1,14,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,15266.48299,17220.083322,2,159,1.26
"581",109843,66,2,1,35,NA,1,1,1,2,3,4,3,NA,2,2,2,2,2,2,2,2,2,2,45336.016567,48762.680446,2,161,2.89
"582",109844,66,2,1,59,NA,2,2,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,17414.372213,18905.241369,2,171,2.88
"583",109845,66,2,2,77,NA,3,3,2,2,4,4,2,NA,1,2,2,1,2,2,1,2,2,NA,72651.78958,80180.035678,1,172,2.32
"584",109846,66,1,1,80,NA,3,3,NA,1,NA,4,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,11404.254647,0,1,168,NA
"585",109847,66,2,1,15,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,19611.317717,21351.346062,2,157,0.49
"586",109848,66,2,1,14,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,11385.807201,12148.648759,1,150,1.73
"587",109849,66,2,2,3,NA,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,20516.228149,23291.23361,2,165,0.3
"588",109850,66,2,2,50,NA,1,1,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,18227.486511,18167.327213,1,154,5
"589",109851,66,2,2,6,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,11394.012674,12133.46775,1,151,0.56
"590",109852,66,2,2,20,NA,2,2,2,2,1,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,31330.999392,34847.81167,2,153,NA
"591",109853,66,2,2,7,NA,1,1,2,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,8778.487252,9272.463736,1,168,0.89
"592",109854,66,2,1,67,NA,5,7,1,1,NA,5,2,NA,1,2,2,NA,NA,NA,1,2,2,1,44640.41122,47919.222185,2,171,NA
"593",109855,66,2,1,29,NA,1,1,1,2,2,2,1,NA,2,2,2,1,2,2,2,2,2,2,9366.78483,10255.851728,2,155,0.8
"594",109856,66,2,2,54,NA,2,2,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,8671.529417,8494.414609,2,156,1.07
"595",109857,66,2,1,74,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,7426.753336,8088.422293,2,158,1.71
"596",109858,66,2,2,14,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,11436.723763,12474.166509,2,170,5
"597",109859,66,2,2,13,NA,4,4,1,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,4241.232271,4833.762956,2,151,0.69
"598",109860,66,2,2,25,NA,4,4,1,1,NA,4,3,2,1,2,2,1,2,2,1,2,2,1,23272.952565,24637.514239,1,166,4.65
"599",109861,66,2,2,0,1,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5439.017697,5906.344675,2,154,1.7
"600",109862,66,2,2,41,NA,2,2,2,2,3,4,1,2,1,2,2,NA,NA,NA,1,2,2,1,8918.237837,8492.748882,1,167,NA
"601",109863,66,2,2,64,NA,5,7,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,6230.578816,6533.046006,2,154,1.64
"602",109864,66,2,2,75,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,50939.25676,55916.550905,2,159,5
"603",109865,66,2,2,33,NA,4,4,2,1,NA,2,3,3,1,2,2,1,2,2,1,2,2,1,4510.170318,4820.823433,1,171,0.36
"604",109866,66,2,2,28,NA,3,3,1,1,NA,4,1,2,1,2,2,1,2,2,1,2,2,1,16832.927926,17511.777087,2,156,4.05
"605",109867,66,2,1,55,NA,3,3,2,1,NA,2,2,NA,1,2,2,1,2,2,1,2,2,1,52389.906558,57595.404225,1,167,0.58
"606",109868,66,2,2,55,NA,1,1,1,2,3,3,1,NA,2,2,2,2,2,2,2,2,2,2,12381.891982,12473.760412,2,150,1.5
"607",109869,66,2,1,75,NA,3,3,2,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,24266.533224,26917.570976,1,149,4.44
"608",109870,66,2,1,0,0,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,5869.152545,6492.233584,2,168,4.55
"609",109871,66,1,1,46,NA,5,6,NA,2,2,4,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,5466.32531,0,2,156,NA
"610",109872,66,2,2,38,NA,4,4,2,1,NA,4,3,3,1,2,2,1,2,2,NA,NA,NA,NA,7406.19383,7810.011614,1,149,0.78
"611",109873,66,2,2,18,NA,3,3,1,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,11783.019511,12591.177356,2,167,0.17
"612",109874,66,2,1,55,NA,2,2,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,1,24885.109432,24881.943873,1,154,5
"613",109875,66,2,1,0,4,1,1,1,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,7607.937159,8677.001244,1,162,0.87
"614",109876,66,2,2,80,NA,3,3,2,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,18458.065484,26695.654777,1,157,4.21
"615",109877,66,2,1,41,NA,4,4,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,1,5412.880275,5799.319581,2,170,5
"616",109878,66,2,1,19,NA,3,3,2,1,NA,NA,NA,NA,1,2,2,1,2,2,1,2,2,1,40406.925632,44876.97821,2,149,5
"617",109879,66,2,2,60,NA,2,2,1,2,4,3,1,NA,1,2,2,1,2,2,1,2,2,1,6012.538308,6460.496597,2,156,5
"618",109880,66,2,1,13,NA,1,1,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,1,7581.125009,7457.1583,2,164,0.6
"619",109881,66,2,1,48,NA,5,6,2,2,1,5,1,NA,1,2,2,1,2,2,1,2,2,1,10546.913165,10731.675281,1,164,5
"620",109882,66,2,2,14,NA,4,4,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,1,7954.562077,8424.029273,2,172,NA
"621",109883,66,2,1,1,13,2,2,2,1,NA,NA,NA,NA,2,1,2,2,2,2,NA,NA,NA,NA,15190.212538,17196.306857,1,153,NA
"622",109884,66,2,2,45,NA,1,1,1,2,3,3,1,NA,1,2,2,1,2,2,1,2,2,1,34344.244729,37168.873739,1,156,5
"623",109885,66,2,1,9,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,2,2,NA,17299.022731,19499.984597,1,149,NA
"624",109886,66,2,1,64,NA,3,3,1,1,NA,3,2,NA,1,2,2,NA,NA,NA,1,2,2,1,16136.266861,17310.685929,1,170,NA
"625",109887,66,2,1,25,NA,5,7,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,1,11894.399692,13129.338375,2,159,3.19
"626",109888,66,2,1,8,NA,5,6,1,1,NA,NA,NA,NA,1,1,1,1,2,2,1,2,2,NA,4319.380641,4986.146387,2,169,1.32
"627",109889,66,2,2,8,NA,5,7,2,1,NA,NA,NA,NA,1,1,2,1,2,2,1,2,2,NA,8939.670188,9958.014555,3,156,4.85
"628",109890,66,2,1,4,NA,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,47823.041085,55954.431015,2,162,5
"629",109891,66,2,2,80,NA,3,3,1,1,NA,4,2,NA,1,2,2,1,2,2,1,2,2,NA,16937.5486,19296.449248,2,166,2.06
"630",109892,66,1,1,53,NA,3,3,NA,1,NA,2,1,NA,1,2,2,1,2,2,NA,NA,NA,NA,23972.670755,0,1,157,1.82
"631",109893,66,2,2,20,NA,4,4,1,1,NA,3,3,2,1,2,2,1,2,2,1,2,2,1,12093.924794,12870.257552,1,152,1.16
"632",109894,66,2,2,32,NA,1,1,2,1,NA,4,2,2,1,2,2,1,2,2,1,2,2,1,20558.649107,21634.711506,2,164,1.82
"633",109895,66,2,1,21,NA,1,1,2,1,NA,4,3,NA,1,2,2,NA,NA,NA,1,2,2,1,10857.35012,11425.948552,1,167,NA
"634",109896,66,2,2,1,19,3,3,1,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,19605.326304,22241.981247,1,159,2.72
"635",109897,66,2,1,80,NA,4,4,1,2,4,5,1,NA,1,2,2,1,2,2,1,2,2,NA,4053.830037,4197.738915,2,151,1.39
"636",109898,66,2,2,48,NA,2,2,1,2,4,2,2,NA,1,2,2,1,2,2,1,2,2,1,17408.38394,17238.132076,2,160,1.88
"637",109899,66,1,1,7,NA,4,4,NA,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,3670.384545,0,2,150,2.41
"638",109900,66,2,2,80,NA,3,3,1,1,NA,4,1,NA,1,2,2,1,2,2,1,2,2,NA,15011.193998,17041.325422,2,170,5
"639",109901,66,2,1,80,NA,3,3,2,1,NA,3,1,NA,1,2,2,1,2,2,1,2,2,NA,11998.106043,14801.767451,1,153,1.69
"640",109902,66,2,2,75,NA,4,4,1,1,NA,3,2,NA,1,2,2,1,2,2,1,2,2,NA,7665.329124,8400.22987,2,159,1.78
"641",109903,66,2,1,53,NA,4,4,2,1,NA,5,1,NA,1,2,2,1,2,2,1,2,2,1,9988.041863,11088.224904,2,149,5
"642",109904,66,2,2,1,18,3,3,2,1,NA,NA,NA,NA,1,1,2,1,2,2,NA,NA,NA,NA,13702.526974,14703.189313,1,165,1.44
